-2.5456,5.7949,1.4265,-0.72106,0.20328,1.0752,0.46449,3.771
4.742,-3.7949,0.039363,1.1178,0.33092,-2.837,-0.70126,0.26572
-3.6726,-0.32513,-1.6845,-0.42711,0.73928,-1.4315,0.76263,-2.1763
-0.40514,-0.82731,0.095091,0.52571,-1.8982,1.2924,-0.67082,-0.60153
2.6967,1.8338,0.73394,0.79908,-0.24754,-1.4101,-3.7772,1.846
-3.7038,-3.1639,0.89322,-0.27197,0.1586,-0.91382,4.955,-0.53807
